"","GSM2577895","GSM2577932","GSM2577976","GSM2577988","GSM2578061","GSM2578072","GSM2578181","GSM2578228","GSM2578242","GSM2578442","GSM2578450","GSM2578593","GSM2578614","GSM2578635","GSM2578710","GSM2578752"
"NKTR",9.069058,9.219341,9.403421,9.159516,8.891061,9.469978,8.485574,9.719811,9.836418,9.13694,9.484857,9.360201,9.709016,9.651839,9.331491,9.493907
"NKX3-1",5.069839,6.219919,5.646507,6.145242,5.920155,5.374158,6.073274,5.487696,6.587365,4.741561,4.773941,5.656243,5.205114,5.516097,5.451906,5.153131
"NLE1",4.747564,4.96974,4.839088,5.013009,5.019883,5.391071,4.807518,5.259012,4.879506,5.158085,5.461651,5.06204,4.812147,4.724119,4.829021,4.849028
"NLGN2",5.356034,5.262377,5.989395,5.891954,5.641462,5.626263,5.581617,5.624936,5.573001,5.587927,5.31812,5.129365,5.873898,6.01507,5.845183,5.725185
"NLK",6.168282,6.640804,5.852453,6.648229,6.707112,6.12279,6.198351,5.606272,5.170927,6.517895,6.339874,6.019362,5.839021,5.548672,6.613067,6.355898
"NLN",5.251718,5.130046,5.812479,5.091964,5.124271,4.74802,4.937206,4.44097,5.180841,4.935667,5.360156,5.36123,5.298508,5.431843,5.215058,4.606862
"NLRC3",7.310145,7.212379,8.709904,7.774673,7.751899,7.08119,6.910987,8.201326,7.985296,7.441112,7.439334,7.770971,7.850052,7.725096,7.470252,7.552446
"NLRC4",7.413865,6.6548,6.996629,7.354254,6.800167,6.472988,6.673625,6.636203,5.494392,6.693369,6.428755,6.52118,5.940162,5.048953,6.728744,6.935054
"NLRC5",7.433949,7.292939,7.62608,7.088975,6.589818,7.682831,6.731606,7.611678,7.585369,7.356036,6.692766,7.205045,7.471686,7.242775,7.443249,7.592928
"NLRP1",5.860909,6.235908,5.962395,5.94472,5.958895,6.014217,6.01284,5.794472,6.25116,5.682223,6.239088,6.055117,6.00477,5.975584,6.007691,6.085181
"NLRP12",7.036768,7.178906,6.865427,7.194487,7.395222,6.80458,7.309995,6.481848,6.056474,6.604505,7.329996,7.814714,6.815051,6.425323,6.718887,7.18864
"NLRP2",6.060634,5.576591,4.848726,6.37958,5.643613,5.726405,5.004395,7.001603,4.900515,4.936948,5.1491,6.12993,5.181077,4.895106,5.734124,5.241304
"NLRP3",9.094659,9.334066,8.230478,8.246243,8.399601,9.198423,9.580089,7.759703,10.5005,8.616858,9.162687,8.901757,9.068628,8.355713,8.682584,8.821437
"NLRP5",4.927915,5.187696,5.347164,4.747327,4.93879,5.044547,5.015784,5.171961,4.617207,4.836569,4.951042,5.083397,4.993241,4.894926,5.552203,4.716787
"NLRP8",10.66573,11.75602,11.4202,11.59373,11.54497,12.01802,11.107,11.56925,11.32754,11.85626,12.43837,12.37992,11.66817,11.78836,11.41244,12.14795
"NLRX1",6.932751,6.529334,7.061897,6.869818,6.861449,6.897536,6.975854,6.903665,6.623668,6.907864,6.415716,6.907255,6.789252,6.822562,6.673009,6.457695
"NMB",6.109609,5.41225,5.680051,5.66707,5.109907,5.058508,4.876526,6.241393,4.898906,6.182783,5.110315,5.466544,5.237866,5.920654,5.619027,5.759346
"NMD3",7.521036,8.042117,7.676701,7.871169,7.834779,7.792628,8.211968,7.349378,7.762544,7.590486,7.71872,7.619422,7.804563,7.536196,7.741059,7.715372
"NME1",6.422725,6.69783,6.863085,6.590359,6.405572,6.745402,6.789405,6.907977,6.519564,6.54093,6.773012,7.021884,7.029098,6.959549,6.823816,6.489127
"NME1-NME2",8.741349,8.079067,8.529508,8.249825,8.535436,8.435811,8.686768,8.487848,8.854562,8.039504,8.314674,8.479657,8.959353,8.510883,8.772799,8.578749
"NME2",7.320022,6.824165,7.459348,6.799827,7.113319,7.00201,6.726227,7.231836,7.614259,6.819202,6.957707,6.886055,6.878783,7.017659,7.155747,7.083
"NME3",9.685724,8.937666,9.045883,9.493761,9.024748,9.348335,9.185472,9.56168,9.558141,9.83469,9.12359,8.840576,9.29867,9.68381,9.691431,9.188086
"NME4",8.377718,8.692967,8.029701,7.842876,8.787558,8.983144,8.514224,9.595358,8.487573,9.249148,7.996859,8.037001,8.289795,8.672117,8.59997,7.266189
"NME6",6.516875,6.10463,6.873776,6.281548,6.948802,6.116378,6.245444,7.078599,6.540457,6.197347,6.50959,6.182736,6.615588,6.467547,5.980867,6.641113
"NME7",5.843278,5.493701,5.951967,6.156098,5.787521,5.644385,5.85627,6.261841,5.323226,5.930245,6.368741,5.54159,5.840955,6.141421,5.83828,5.914279
"NMI",8.971042,9.166585,8.403079,9.55049,8.875813,8.828246,8.840576,8.356869,7.747794,9.032194,8.422208,8.902787,8.539224,8.075281,8.465347,8.437999
"NMNAT1",5.555718,6.008819,5.982481,5.893127,5.507112,5.321383,5.183085,4.922199,5.147588,5.247974,5.563876,5.924261,5.581975,5.370852,5.64205,5.57372
"NMNAT3",4.992488,5.101923,5.269109,5.485668,5.285557,5.463047,5.280501,5.38036,5.496178,4.91456,5.27925,5.168156,5.162876,5.411338,5.1283,5.099627
"NMRAL1",8.969151,8.537518,9.614564,8.23867,9.019783,8.901869,9.212137,9.627165,9.302937,8.849013,9.060267,9.402261,9.241275,9.475147,9.033606,9.003836
"NMT1",6.937319,6.613377,7.640748,6.916292,7.736983,6.848361,7.39479,7.078467,6.476572,6.572372,6.889046,7.452958,6.357959,7.473156,6.397242,6.629747
"NMT2",6.678332,6.587667,6.867665,6.89872,7.078026,7.264931,6.378981,7.241137,7.226552,6.891505,6.680056,7.061269,7.205858,7.985045,6.896456,7.179429
"NMUR1",5.580186,5.803782,5.474625,5.579125,4.920027,4.8151,4.51575,6.242801,5.358557,4.605576,5.014049,5.487207,5.10381,4.763218,4.922718,5.126122
"NNAT",4.490602,4.418054,4.98607,4.8071,6.198624,4.845122,5.285368,4.612151,4.893105,4.422501,5.14546,4.724512,5.122176,4.997636,4.824046,4.607468
"NNT",6.798129,7.295836,6.854749,7.138808,6.919682,6.834343,7.051737,7.135163,6.843022,6.759567,6.820536,6.761053,6.735115,6.723136,7.156664,7.068932
"NOB1",7.063552,6.724019,6.547805,6.117238,6.233595,6.419658,6.268405,6.83579,6.351085,6.896829,6.356788,6.807925,6.510016,6.596557,6.434342,6.148504
"NOC2L",5.486716,5.079128,5.140812,5.116666,4.646124,5.245551,6.032059,5.021697,5.894556,5.523489,5.191914,4.863662,5.26295,5.284653,5.388771,5.306578
"NOC3L",6.51125,6.426091,7.172987,7.535725,7.755222,7.169543,6.694639,7.674031,6.630674,6.912642,6.826657,6.967692,6.713355,7.079511,7.347919,7.26446
"NOC4L",5.619706,5.327374,5.640828,5.559727,5.314973,5.556213,5.162315,5.564403,5.529218,5.38026,5.254733,5.168179,5.367548,5.462028,5.787961,5.411395
"NOD2",9.164072,9.093405,8.498109,9.082355,9.021745,9.197244,9.316218,8.070988,8.813589,8.643508,9.037551,8.852259,8.797132,8.223562,8.813589,8.340432
"NOD3",4.991024,4.77071,4.901931,4.785554,4.850101,5.067237,4.835352,4.931711,5.20269,5.583592,5.13031,4.893473,4.774313,4.924318,4.889856,4.843256
"NODAL",4.98607,4.552509,4.576021,4.855299,4.453725,4.684366,4.872073,4.847974,4.630482,4.463903,5.011222,5.209266,4.683962,4.745005,4.78945,4.866942
"NOG",4.843881,4.471267,4.77992,5.836324,4.870008,4.817097,4.628626,4.74551,4.46547,4.55115,4.665306,4.636805,4.947452,5.719171,4.660224,5.172627
"NOL10",5.729325,6.826321,6.625404,5.736662,6.175808,6.576317,6.162709,6.35221,7.315098,5.854525,6.459091,6.315097,6.576008,6.086827,6.256408,6.010791
"NOL11",8.892015,8.787558,9.269614,9.413272,9.794023,9.314106,9.142788,9.594172,9.174277,8.957667,9.184444,9.008206,9.459267,9.51848,9.126563,9.178836
"NOL12",8.03931,8.207664,8.051019,7.898548,8.297939,8.099513,8.108227,7.666939,7.762784,7.908,8.086208,8.133359,8.388552,8.286541,8.255638,7.598784
"NOL3",5.246938,4.867448,4.499633,4.746869,4.913237,5.052444,4.885318,4.894446,4.516105,4.883243,4.783726,4.958708,4.822187,4.697668,4.740783,4.931067
"NOL4",4.47477,4.704806,4.718782,4.628213,4.752076,4.75128,4.525302,4.421245,4.837932,4.664063,5.906811,4.534842,4.593992,4.763128,4.846407,4.677081
"NOL6",6.964547,6.511971,7.044378,7.039664,6.930913,7.105386,6.776614,7.531373,7.018675,6.80138,6.904894,7.136153,7.064836,7.018356,6.751931,6.854776
"NOL7",11.49462,11.53152,11.63495,11.27946,11.52139,11.51298,11.47163,11.51462,11.49635,11.42178,11.64956,11.44903,11.75602,11.88604,11.62232,11.55529
"NOL8",7.354697,7.971771,7.961869,8.412968,8.053024,7.907485,7.756687,8.310822,7.802251,8.150565,7.895723,7.843042,7.649107,7.735607,8.107379,8.050509
"NOL9",4.715282,4.427363,4.746182,4.75903,4.904476,4.837365,4.411726,4.633373,4.441799,4.541392,5.261576,5.220737,4.970911,4.819359,4.503567,5.475104
"NOLA1",6.676756,6.192627,6.191536,6.150651,6.462611,6.320212,6.65984,5.941625,6.35277,6.475673,6.260589,6.362551,6.119622,6.188279,5.82952,5.810027
"NOLC1",6.476276,6.548098,6.419073,6.167755,5.998207,5.864461,5.814245,5.773621,5.836103,5.91227,6.483975,6.09649,6.379856,6.283852,6.401285,6.514577
"NOM1",4.709839,4.918303,4.5695,5.021632,4.871184,4.720586,4.977215,5.118671,4.501071,5.313993,4.737349,4.784171,5.096464,4.986488,5.099089,4.792902
"NOMO1",7.193427,6.86336,6.960422,6.611941,7.359746,6.238768,6.599228,6.416405,7.056501,6.77484,6.801232,6.629443,6.847912,6.741762,6.340979,7.061902
"NOMO2",9.139726,9.665147,9.392015,9.455395,9.828575,8.934816,9.279033,9.55049,9.582868,9.91501,9.572161,9.2204,9.235519,9.281713,9.010126,9.671994
"NONO",9.176214,9.267622,9.229609,9.034712,8.978638,9.107636,9.135633,9.361326,9.566527,8.901265,8.945392,8.86589,9.129443,9.325937,9.247407,9.060841
"NOP10",11.97458,12.08878,12.0916,12.34158,12.06524,11.84726,12.17771,11.84301,11.93095,12.10446,12.23931,12.13883,11.98751,11.50275,12.33763,12.55939
"NOP14",6.985311,6.65448,7.502323,6.949991,7.243147,7.014583,6.704581,7.970697,7.427156,7.405573,7.165446,7.311228,7.071992,7.135204,7.276724,7.315788
"NOP16",6.401572,6.04707,6.408003,6.648544,6.768244,6.575698,5.702217,6.844946,5.658196,5.789498,6.047326,6.656657,6.02089,6.509701,6.077932,6.331267
"NOP2",7.332594,7.52453,7.754192,7.692465,7.54804,7.449503,6.71797,7.633424,7.70348,7.368409,7.461103,7.324911,7.721997,7.960838,7.608083,7.477899
"NOP56",8.8526,8.803857,9.312618,9.367147,9.408199,8.705345,8.84622,9.038691,8.86012,9.059263,9.051123,9.235351,8.920451,9.114097,8.919251,9.163996
"NOP58",9.377773,9.614564,9.489785,10.25836,9.627763,9.978567,9.51905,10.2458,9.724182,9.919975,10.4548,10.08617,10.13142,10.18659,9.838011,10.0065
"NOS2",5.160255,4.724072,5.355189,4.8879,4.862515,4.974164,4.643545,5.167004,4.814096,4.919684,4.984356,5.10909,4.851644,5.318749,5.019799,5.182988
"NOS2A",4.779266,5.171021,5.208565,4.576883,4.60325,4.80833,4.612816,4.486776,4.808055,5.216664,4.451703,4.44898,4.739518,5.134959,4.635665,5.242927
"NOS3",4.699744,4.390745,4.907451,4.728807,4.601562,4.518311,4.422484,5.020451,4.95699,4.987025,4.749094,4.504211,5.085397,4.730097,4.896338,5.049861
"NOSIP",11.16272,11.07592,11.7075,11.87107,11.46669,11.76211,11.00019,12.00672,11.63683,11.72663,11.26242,10.97424,11.63495,11.75602,11.89862,11.36261
"NOTCH1",9.859791,10.22428,10.60123,9.875524,10.19805,9.856432,10.20623,9.626598,9.963859,9.616397,9.729336,10.45195,9.862517,9.811103,10.53237,10.33964
"NOTCH2",9.402261,9.805838,8.327366,8.30325,8.181107,9.622443,9.333921,8.137245,9.282777,9.096428,9.125055,9.103987,9.248624,8.869315,9.206031,9.076953
"NOTCH2NL",6.577711,6.722204,6.319182,6.675773,6.483618,6.540829,6.909707,6.221546,6.551208,6.221545,6.604994,6.548846,6.889461,6.420226,6.380885,6.664098
"NOTCH4",6.029253,5.590857,5.455114,5.679247,5.259093,5.307188,5.361753,5.388771,5.127413,5.471462,4.941532,5.202088,5.354197,5.240871,5.199791,5.358557
"NOTO",4.729784,5.000051,4.875073,5.047065,4.810223,4.440372,4.811376,4.858492,5.328015,4.979962,4.716724,4.922342,5.089326,4.958408,5.073396,4.475692
"NOTUM",4.533317,4.958956,4.593638,5.245878,4.692244,4.914127,4.672431,4.595959,4.788052,4.880422,5.066794,4.786582,4.818304,4.859621,4.9219,4.581538
"NOV",4.68065,5.519312,4.420192,5.878097,5.292974,4.673543,4.899642,4.686469,4.742055,5.300206,4.896292,6.683622,4.587759,4.539771,5.680453,5.332118
"NOXA1",6.74594,5.937272,5.681833,6.388191,6.082898,6.431983,5.282187,6.253866,6.191268,6.769835,5.487207,5.637796,6.498928,5.549205,5.753566,6.095962
"NOXO1",4.871096,5.372366,5.074745,5.379394,5.417416,5.157679,5.672216,4.799088,5.852682,4.7672,5.30058,4.777874,4.98607,4.991445,5.302661,5.268511
"NP",8.806713,9.75097,9.104966,8.987495,9.204995,8.521415,8.622181,8.392346,9.431841,8.924803,8.769522,8.21363,8.914078,8.431357,8.072133,8.42677
"NPAL3",7.508186,7.314404,7.72141,8.375244,7.952718,7.911851,7.174352,8.169551,7.678429,7.719939,7.926,7.545962,8.098331,8.220368,7.798499,7.708057
"NPAS2",4.634748,4.802069,5.00433,4.547883,4.547722,5.004763,4.738333,4.470371,4.587239,4.522617,4.660119,4.647002,4.730521,4.670458,4.566181,5.010514
"NPAS3",4.697112,4.478556,4.788454,5.208963,4.534558,4.862799,4.633182,5.157816,4.980142,4.501824,4.771191,4.74864,4.932839,4.737743,4.73878,4.669254
"NPAT",5.604943,5.525029,6.955697,6.057054,6.03028,5.82952,5.13853,7.037307,5.006254,4.607305,6.515494,6.458514,6.325881,5.907049,5.008991,6.532346
"NPB",5.355776,5.096464,5.08324,5.231446,5.131434,4.939905,5.391901,5.242818,4.734097,4.883844,6.193712,4.905567,5.543652,5.227287,6.037633,5.285009
"NPC1",7.973001,7.749674,7.824389,8.001847,7.705043,7.321777,7.550981,8.394846,7.253994,7.315788,7.813114,7.620533,7.387267,7.53827,7.210979,7.925614
"NPC2",13.70321,13.60421,13.27151,13.18756,13.14555,13.46598,13.36911,12.68507,13.13392,13.21806,13.25591,13.44121,13.39677,13.06511,13.00867,13.37676
"NPCDR1",5.506611,4.960943,5.443357,5.672807,4.86682,5.150173,5.000766,6.238603,4.668584,4.99622,5.729948,5.196425,6.252216,6.33646,5.037619,6.285832
"NPDC1",5.387776,4.684524,5.243038,5.264994,5.32428,5.360822,4.859136,5.484133,4.670952,4.962543,5.692955,5.231336,5.872517,5.508265,5.682233,5.019603
"NPEPL1",9.907972,9.900222,9.774253,9.890335,9.768981,10.34923,10.09689,9.531832,10.30761,10.2384,10.1711,10.22679,9.756795,10.06855,10.17351,10.16625
"NPEPPS",6.341002,6.451564,5.994484,6.274343,6.077013,6.124987,6.4443,5.919325,5.880379,6.278764,6.273824,6.393277,6.14621,6.164601,6.036319,6.13807
"NPFF",4.467404,4.818002,4.729521,4.801835,4.484276,5.301079,4.657808,4.553905,4.702601,4.431131,4.63692,5.207491,5.010514,5.064963,4.887944,5.100673
"NPHP3",7.315788,6.980332,7.580679,7.277087,7.647795,7.984911,7.222869,7.792196,7.658133,7.72031,7.376985,7.204026,7.711382,7.643359,7.976886,7.589364
"NPHP4",6.354368,5.771775,5.860061,5.320489,5.182764,5.960504,5.463314,5.713259,5.325226,5.409966,5.641147,5.101177,5.523303,5.319485,5.303009,5.530977
"NPIP",8.140309,8.091034,7.835903,8.417927,7.587065,8.489698,7.956966,8.815398,8.350919,8.61833,8.249729,8.128899,8.317299,8.205664,7.916193,8.607983
"NPL",9.411772,9.379174,8.786344,8.945395,8.697302,8.919164,9.337162,7.714662,8.377712,8.596091,9.110509,8.899446,8.405002,7.971618,9.061269,8.85327
"NPLOC4",7.9984,7.634125,7.772485,7.48864,6.912642,7.867053,7.490083,7.081867,7.992229,7.895914,7.237893,7.280598,7.848572,7.936981,8.207664,7.494752
"NPM3",7.635963,7.290475,8.035845,7.530988,7.48864,7.731094,7.672526,8.490106,7.637408,7.795141,7.640003,7.822911,8.03893,7.969181,7.857259,7.53827
"NPPA",4.93787,5.161894,4.977619,4.755979,4.806741,4.816285,4.656382,5.362292,4.87765,4.673739,4.961992,4.804912,4.885164,5.062106,4.822879,5.081192
"NPR1",4.526108,4.572795,5.405412,5.572629,4.969724,4.721452,5.412543,4.584407,4.875461,4.642128,4.679813,5.766671,4.563645,4.70069,4.724226,4.558894
"NPR2",4.712866,4.845355,5.195983,5.153599,4.891143,4.657176,4.803494,5.615001,4.92458,4.858909,4.836328,4.751307,5.107549,5.034439,4.875511,4.849077
"NPSR1",5.228784,4.995677,4.839923,4.92887,4.918694,4.546399,5.381769,5.219152,4.812458,5.852453,5.605132,5.570644,5.352202,5.085858,4.764753,5.23252
"NPTN",10.57749,10.94845,10.17793,10.85519,10.71737,10.66211,10.95929,10.14188,10.15636,10.73965,10.57681,10.59174,10.2942,10.19332,10.44997,10.66405
"NPTX1",5.027704,4.895016,4.846879,6.184177,4.897798,4.496471,4.872938,5.184715,5.041928,4.64481,4.695024,4.6126,4.957643,4.854111,4.837213,5.326201
"NPY5R",5.659964,5.313869,5.406712,5.312258,5.168065,5.680051,6.149308,5.716461,5.842232,4.603844,6.066319,5.016357,5.596743,5.523326,5.375108,5.917277
"NQO1",6.349639,6.647326,6.664241,6.051886,6.719674,6.031312,6.161105,6.213309,6.229713,6.250555,6.63373,5.74805,5.939449,6.765014,6.091236,5.835439
"NQO2",7.859107,8.111372,6.816334,8.254847,6.798921,8.735815,8.862418,7.359616,6.733525,8.883671,7.281669,7.832285,8.190175,7.571853,8.740724,8.962921
"NR1D1",4.52585,4.634272,4.699543,4.725561,5.801533,5.070721,4.655828,4.820711,4.693413,4.983823,5.144741,4.805152,4.647241,5.076036,4.630124,4.966573
"NR1D2",5.015023,5.368085,5.261687,5.290236,5.796474,5.534834,5.492917,5.782893,5.889883,4.954774,5.923141,5.255003,5.813122,5.385048,5.103736,5.551672
"NR1H2",8.239071,7.966471,7.961887,7.597012,7.284115,7.971867,7.999126,7.835682,8.417269,8.049846,7.662903,7.727739,8.022328,8.016196,8.111768,7.959217
"NR1H3",8.12194,6.596557,7.492216,6.841207,6.940349,7.269379,6.278798,6.857497,6.847707,6.842175,6.649791,7.162683,6.986958,6.201615,6.898808,6.723089
"NR1I2",5.371813,5.038046,4.76846,4.912114,4.986251,5.023799,5.105679,4.645984,5.018525,5.810765,5.341695,4.638158,5.00368,5.028102,4.976212,5.217693
"NR2C1",6.546333,6.439468,6.646223,6.669937,6.944826,6.913346,6.267213,6.828035,6.946091,6.974581,6.686007,6.731065,6.714127,6.937376,6.923458,6.597917
"NR2C2",6.227239,6.587819,6.61155,6.314698,6.513311,6.022232,5.985478,5.926607,6.293974,5.711809,6.279687,6.429834,6.674378,6.678367,6.187443,6.656302
"NR2C2AP",7.465955,6.990308,7.411338,7.757871,7.513269,7.325666,7.233725,7.464522,7.567424,8.020384,7.465593,7.273227,7.5777,7.87122,7.269379,6.979356
"NR2E1",5.412839,4.930389,5.323516,4.81646,5.099252,5.251387,4.763427,4.450637,4.771041,5.208764,4.884503,4.796325,4.991024,5.344811,5.428704,4.782932
"NR2F2",5.644191,5.170225,5.469403,5.546058,5.451906,5.208153,5.635053,5.987419,5.516774,5.885355,4.988339,5.16422,5.918253,5.50611,5.509447,5.274384
"NR2F6",6.039928,5.28903,5.175763,5.528589,5.292625,5.258641,5.04448,4.909514,5.162222,4.670522,6.275433,5.714412,5.55749,6.131,5.415177,5.271844
"NR3C1",5.822622,5.899842,5.614585,5.720946,5.67264,5.730454,5.945379,5.451575,5.611694,5.325282,5.65899,5.852139,5.78948,5.651612,5.589482,5.876738
"NR3C2",6.081554,6.089915,6.708632,6.221785,6.808894,6.812197,6.52106,6.641524,7.236001,6.399457,6.506234,6.265181,7.298272,7.273782,6.54658,6.261013
"NR4A1",4.727491,4.73893,4.516594,5.049407,5.160532,4.562142,4.91107,4.534528,4.561366,4.748555,4.590061,5.014628,5.326581,5.140548,4.807952,4.944163
"NR4A2",7.180161,9.273781,6.858939,6.728826,6.831187,7.357303,8.92444,6.367526,9.176001,9.790287,9.34707,9.92389,9.177284,9.943421,8.261349,9.008218
"NR4A3",4.78117,5.191023,4.500676,4.448384,4.48714,4.534065,4.600384,4.818875,5.38919,4.62124,5.994662,6.569668,5.344549,6.429617,5.200094,5.99992
"NRAS",6.234695,6.71462,5.802886,5.845632,5.961051,6.321054,6.461721,6.17635,5.818902,6.11251,6.483672,6.436068,6.296516,6.088643,5.919688,5.915859
"NRBF2",7.120868,7.510742,7.304881,8.946742,8.312639,7.477135,8.264829,7.452586,7.313719,7.471686,7.679913,8.362959,6.819862,6.923224,8.055228,7.913377
"NRBP1",6.361153,6.224862,6.310599,5.963238,6.467959,6.410929,6.642691,7.098447,6.553605,5.932231,6.358254,6.323046,6.610292,6.212488,5.693971,6.059607
"NRBP2",7.793707,8.07059,7.483206,7.935851,7.303124,8.136071,7.06522,8.028528,7.903063,7.958826,7.982598,7.292256,8.044742,8.10149,7.78326,7.757498
"NRCAM",4.785731,4.847573,4.645802,5.294939,4.997272,4.739794,4.820677,4.961929,4.756802,4.779353,4.788421,4.619263,4.637856,5.27872,4.718328,4.640972
"NRD1",10.0215,9.896665,9.862517,9.919286,9.912884,10.01545,10.08694,10.27935,9.890335,9.736965,9.75484,9.768366,9.73193,9.722245,9.942245,9.874132
"NRF1",4.711393,4.775607,4.901588,4.531359,4.829013,4.80648,4.67347,4.934817,4.954027,4.8945,4.511619,4.963553,4.815675,4.946815,4.700275,4.728433
"NRG1",6.587173,6.084743,5.048794,5.847447,5.931938,6.037263,6.59331,5.775827,6.221752,6.497909,6.66261,5.806756,6.316245,5.87239,6.333754,6.216404
"NRG3",4.798195,4.7434,4.585445,5.021828,4.655334,5.012733,4.55676,5.530285,4.529031,5.056627,4.94793,4.697511,4.733428,4.766412,4.446074,4.70969
"NRGN",10.84468,10.42883,8.230756,10.94866,11.25674,10.52941,10.30078,8.915509,10.11324,10.90805,10.42791,8.832341,9.467141,10.79035,10.58814,10.04488
"NRIP1",8.434277,8.278958,8.069408,8.088546,7.891352,8.653575,8.15649,8.33103,8.136852,8.12511,7.997634,8.373625,8.53032,8.354848,8.006454,7.898931
"NRIP3",6.639895,7.853465,6.376403,5.888444,6.158128,6.023934,6.725251,6.386465,7.076412,6.336187,7.868195,6.758609,7.237893,5.626263,6.055245,6.967352
"NRK",5.949582,5.882047,6.060126,5.782309,6.076368,6.07122,5.67143,5.962529,6.877012,5.812479,5.502307,5.618075,6.269542,5.782517,5.828835,5.491786
"NRM",6.946026,6.679233,6.612138,6.342725,5.983694,6.502495,6.475212,6.481612,6.325042,7.075038,5.850838,6.54055,6.117758,6.374086,6.624486,6.361153
"NRN1",4.547208,5.24819,4.9663,4.848626,5.44513,4.390628,4.810361,4.643194,4.533332,4.641814,4.834066,4.53108,4.623512,4.662181,4.620872,4.756412
"NRP1",5.097254,4.782599,4.981785,4.821736,4.944551,5.121532,4.752716,5.302473,4.642675,5.014069,4.99477,4.836413,4.949408,4.820316,4.81708,4.705492
"NRSN2",5.747392,5.721855,5.964965,5.601953,5.591767,5.295388,5.333006,5.585227,6.095435,5.232196,5.234753,6.336752,5.084383,5.645151,6.554523,5.56957
"NRXN2",5.115246,4.756526,5.5141,5.101624,5.205316,4.890661,4.846801,4.714076,5.151784,5.292974,4.591251,4.996097,4.979729,4.557674,5.081037,4.852999
"NSA2",11.49805,11.12004,11.29519,11.5622,11.29381,11.32459,11.41866,11.87968,11.34422,11.48643,11.52818,11.7132,11.67198,11.54001,11.52818,11.18989
"NSBP1",5.090793,5.208565,5.186151,5.099808,5.263511,5.184237,4.697511,5.828605,5.137039,4.658346,5.67104,6.001904,5.13791,5.369784,5.348494,5.514763
"NSD1",5.990995,6.130774,6.313511,6.217444,5.946594,6.407109,6.121351,5.883757,6.226776,6.294853,5.954749,5.890501,6.308258,5.98749,6.148388,6.026416
"NSDHL",7.695747,7.711382,7.833808,7.118178,7.660326,7.437891,7.41423,7.940449,7.47822,7.708057,7.386543,7.717276,7.493658,7.770602,7.565188,7.55207
"NSF",7.158971,7.061046,7.188087,6.85554,7.044037,7.132881,6.910059,6.843009,7.010933,6.922257,7.079734,6.937711,7.295944,6.736579,6.729525,6.952002
"NSFL1C",8.41712,8.568796,8.166777,8.460032,7.852445,8.191197,7.959387,7.932602,8.149269,8.119152,8.234142,8.330506,8.42556,7.998377,8.581799,7.889188
"NSL1",6.132968,5.89892,6.183369,6.029967,5.874629,6.084577,5.931949,5.96424,5.908632,5.667584,6.049578,6.158504,6.193812,5.917909,5.838326,5.944406
"NSMAF",9.602548,9.274822,9.23292,9.324787,9.799875,9.263831,9.158998,9.164565,9.305581,8.893477,9.247049,9.380493,9.089882,9.324787,9.252832,9.327977
"NSMCE1",9.572161,9.220667,9.620597,9.20291,9.223532,9.35376,9.472266,9.61941,9.724838,9.684472,9.51905,9.513798,9.609094,9.809752,9.586379,9.096938
"NSMCE2",8.128239,7.072969,7.826649,7.072969,7.862154,7.422879,7.66401,7.433221,7.472772,7.436788,7.483206,7.556433,7.184326,7.493658,7.740712,7.208852
"NSMCE4A",9.984366,9.971845,10.17027,10.09389,10.17919,10.26588,9.942245,10.44453,10.23591,10.1298,10.25758,10.12738,10.42426,10.52261,10.27088,10.38487
"NSUN2",9.978567,10.05709,10.14013,10.39672,10.31448,10.13854,9.736349,10.48223,10.15119,10.36518,10.23924,10.0985,10.12424,10.10301,9.988735,10.45013
"NSUN3",6.330718,6.570856,6.131265,5.988659,6.393166,6.517596,6.261149,5.591043,5.83767,6.030794,6.459669,6.252216,5.764504,6.262523,6.33561,6.08942
"NSUN4",7.253626,7.047391,7.353897,7.817276,7.652221,7.108994,7.411338,7.48828,7.272865,6.855521,7.53245,7.333097,7.254696,7.098111,7.47422,7.516183
"NSUN5",7.11606,6.877177,7.145187,7.015759,6.876261,7.394209,6.505656,7.711609,7.275738,7.076371,6.950357,6.789675,6.945048,7.231523,7.424666,7.153033
"NSUN5B",6.146497,6.659425,6.730309,6.977331,6.636812,6.437957,5.793622,6.708161,6.689603,5.87557,6.767632,6.597776,7.144148,7.392997,6.797837,6.906899
"NSUN5C",6.459649,5.978578,6.390995,6.441424,6.265065,6.357517,6.039595,6.528456,6.486832,5.901354,6.353592,6.266967,6.691897,6.910786,6.532045,6.276715
"NSUN6",6.23695,6.583702,6.905079,6.583089,6.549606,7.078821,5.97607,6.385333,6.052654,6.435494,6.794499,6.766305,6.367153,6.819541,6.728426,6.823724
"NSUN7",4.718058,4.784935,4.741685,5.05363,4.969761,4.603774,4.687949,4.631036,4.763193,4.697253,4.863521,5.143637,4.794813,4.781085,5.099859,4.754069
"NT5C",10.17518,9.843447,10.08386,9.872745,10.22008,9.985788,9.825851,9.884777,10.35534,9.993907,9.708891,9.822515,10.03052,10.3135,10.43533,9.895949
"NT5C2",9.94868,10.27088,9.877609,10.35534,10.08462,10.24001,10.32746,10.06472,9.809083,9.985081,10.17518,10.33964,9.69771,9.589993,10.24165,10.38577
"NT5C3",9.635223,9.669628,9.457852,10.46415,10.56239,9.88105,9.514728,9.830027,9.219875,9.782721,10.58939,9.780161,9.793396,9.795908,9.598384,10.60203
